feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,target,category_2_Region A,category_2_Region B,category_2_Region C,category_high_and_above,category_low_and_below
1.1804412304429117,1.18239887119906,-1.5,2.5,0.323254827369251,-0.1116948256251528,0.1588378782546123,0.3100720876677066,1.0,0.0,1.0,0.0,1.0,0.0
-0.18223850650055018,-0.053141473460346526,0.9733956935986988,-0.020812458627389,0.3095687342551276,-0.956435737878204,-0.3524249766138229,-1.5,1.0,1.0,0.0,0.0,0.0,1.0
0.05405934268252465,-0.03006711265836906,-0.2540958359310983,0.3626431839816467,-0.9868088531608336,-0.0673950484094049,-0.3869042359513083,0.15673695428377,0.0,1.0,0.0,0.0,1.0,0.0
-1.148178247725219,-1.067160033931262,2.1955544810086054,-1.5,0.0245539434492603,2.2506443448913203,1.0512126358666554,2.032785857936483,0.0,0.0,1.0,0.0,0.0,1.0
-0.43892059425594415,-0.43164896409960174,1.088568602530559,-1.2553292096405886,0.6342026403503189,2.130726883677854,1.1168700634955298,2.2574692243822905,0.0,1.0,0.0,0.0,0.0,1.0
0.08901959616109988,0.14250529540262888,-0.082296496975027,0.3086215833619146,0.3082407306760353,-1.5,-1.5,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.927630577573248,-0.9539329215970664,1.8142356225161431,-1.5,-0.544435230702331,0.6116985479167371,0.1709751507847201,-0.1090622134607703,0.0,1.0,0.0,0.0,0.0,1.0
0.30233327937900023,0.3836969434959846,-0.672267757624932,1.3415199063830214,0.6969504968544016,-1.5,-1.5,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.48424265167992947,-0.4567375221917793,0.8313946423598377,-1.177452478294538,0.9287534484303646,-0.03813651753466,0.578528423480178,-0.1349608533257527,0.0,1.0,0.0,0.0,0.0,1.0
-0.23534424207577603,-0.2881071986269149,0.1495374680335667,-0.7406947574870743,-0.4420143049994591,-1.0580073610572502,-0.4308441504910316,-0.1270435297699816,0.0,1.0,0.0,0.0,0.0,1.0
-0.48510301263803135,-0.4820887700418612,1.1563734210109176,-1.098744552427891,-0.5858113156683866,-1.5,-0.9736695473422072,-1.5,1.0,0.0,0.0,1.0,0.0,1.0
1.4919253628801772,1.4565499535528335,-1.5,2.5,-0.3229461906946482,1.6985112783006169,0.7689627157823302,2.3589552440968835,1.0,0.0,0.0,1.0,1.0,0.0
-0.011217986389106727,0.026908613554519085,0.3115723386215615,0.4978676689148734,-0.8736834322446578,-1.2945721868078344,-1.4638036217256842,-1.264695260334035,1.0,0.0,1.0,0.0,0.0,1.0
-0.8524783422347532,-0.9388172382822706,1.165456878010278,-1.5,0.7468653461737511,-0.0190092963567964,0.4376916276756966,0.1146050022491781,0.0,1.0,0.0,0.0,0.0,1.0
0.6623310224966324,0.6522128455685983,-0.9450351859317878,1.2077517733576826,0.8585989610649623,-1.5,-0.5543235628155806,-1.5,1.0,0.0,1.0,0.0,1.0,0.0
-0.9839045918395021,-0.9433020130194413,1.725120217092879,-1.5,0.2666060792662605,0.1474437813698476,-0.1294593644776405,0.03768023589457,0.0,1.0,0.0,0.0,0.0,1.0
0.16792479021614773,0.16784348405762559,-0.6828559989470572,0.3354171819721563,0.5286696257068919,1.9194608258365335,1.3743262237611025,1.790787446791405,0.0,1.0,0.0,0.0,1.0,0.0
-1.5,-1.4565522334340277,2.5,-1.5,0.3373013548703121,-1.5,-0.5537668570390679,-1.5,0.0,1.0,0.0,0.0,0.0,1.0
-1.0703839249053582,-0.9986973414521029,2.270909333870378,-1.5,-0.2452915414202618,1.2798730276645092,0.6449118371415692,1.5540447940585171,0.0,0.0,1.0,0.0,0.0,1.0
0.1582552092897119,0.15504317311478694,0.0032353766708767924,0.8936034416211431,0.2640847241085315,0.1129724884177877,0.3552070920909893,0.2297562932217679,0.0,0.0,0.0,1.0,1.0,0.0
0.5945941528288753,0.6047886974057858,-0.8915167053894356,1.2919915112779217,0.6726403417502258,0.0946394760880106,0.4208140035590636,0.3542280963809596,1.0,0.0,1.0,0.0,1.0,0.0
0.13771706461845162,0.15888793055600797,-0.9425777701857608,0.2055160896120373,0.6198148204715341,-0.7008157009439464,-0.1145187707408079,-1.459879927517372,0.0,1.0,0.0,0.0,1.0,0.0
-0.09351496713335491,-0.06139345571291126,-0.2227064633416193,0.0419449983821401,-0.837884947166651,1.5468144254172285,0.8854775721073417,1.9988076479963168,0.0,1.0,0.0,0.0,0.0,1.0
-0.24292527105180342,-0.3870084208555033,0.8393782225245519,-0.3400803080827963,-0.0747980789137658,1.3418356188758471,0.6779893768679867,0.970546207123008,0.0,0.0,0.0,1.0,0.0,1.0
-1.1915005767034839,-1.2043368134164751,2.150682203291766,-1.5,-0.2053570720855,-0.2668696724378852,-0.9988879063875672,-1.0905780435176802,0.0,0.0,1.0,0.0,0.0,1.0
-0.5802793886876164,-0.6936992957387889,0.5211023146574086,-1.5,0.5040174915597293,0.4053565795617773,-0.2736261391030052,1.329118732486401,0.0,0.0,1.0,0.0,0.0,1.0
-0.3714531133257763,-0.2667151725511428,0.4812983023070831,-1.2912947133632326,0.0027518790915666,1.4859523224421796,1.105835219291062,2.191051618128579,0.0,0.0,1.0,0.0,0.0,1.0
0.8513158959465594,0.8367507453475782,-1.5,2.2212591709030285,-0.3005977828611608,1.0830384337752728,-0.1589783740552587,1.0777967796854784,1.0,1.0,0.0,0.0,1.0,0.0
0.276488565851936,0.25724542192247124,-0.5652159537945696,0.058649978488291,0.4126995211864031,-0.6132733481074953,-0.2635877753014093,-0.0784583803429027,1.0,1.0,0.0,0.0,1.0,0.0
-1.4207197985559294,-1.3356555539250154,2.5,-1.5,-0.0528429593282024,2.331415682204893,0.7745450574100695,2.165802341598115,0.0,0.0,0.0,1.0,0.0,1.0
0.2607509356387712,0.29076150316683663,-0.4324464354107442,0.7375696785348677,-0.48675194449405,1.7282756372916963,0.5299900643627486,1.493572990374517,1.0,0.0,1.0,0.0,1.0,0.0
-0.31058178031770006,-0.39839214305396664,0.5567836051407024,-1.5,0.7808338452204513,2.5,2.5,2.5,0.0,0.0,0.0,1.0,0.0,1.0
-0.5456995398457883,-0.5467598718781658,1.4233047769700438,-1.5,-0.7739043036938966,-1.5,-1.5,-1.5,0.0,0.0,0.0,1.0,0.0,1.0
0.4924468193629482,0.45968301472605844,-0.7901498533454012,0.6903957598923511,-0.9638245862290268,1.4039712786323115,-0.0246090690396169,1.2744317558941325,1.0,1.0,0.0,0.0,1.0,0.0
0.8302704002392512,0.6816656187242125,-1.4091978003858503,1.113420580110391,-0.7121779347039212,2.3041791005001926,1.0147848877337813,1.9472041231609296,1.0,1.0,0.0,0.0,1.0,0.0
0.7499324575048252,0.686215732634504,-1.0473730415059412,1.403631215897732,-0.6727134930053116,2.0103342231857138,1.458374349483833,0.5860707924707702,1.0,1.0,0.0,0.0,1.0,0.0
-0.6764513091527173,-0.6851540227689981,1.1421956597050833,-1.5,0.0760844000951312,-0.5054261137625017,-0.0525433106771844,-0.5971396740806703,0.0,0.0,0.0,1.0,0.0,1.0
-0.24945794842907942,-0.2570642013926977,0.0852553307692763,-0.4536228508038765,0.249731001274075,-1.5,-1.5,-1.5,0.0,0.0,1.0,0.0,0.0,1.0
0.26653499759838756,0.14461900523210586,-0.1348040497156711,0.8446912927448197,-0.1027777318824016,-0.006446873582200564,1.7496072004114973,2.5,1.0,1.0,0.0,0.0,1.0,0.0
0.7855941197070673,0.8683867069194978,0.0032353766708767924,2.0356526302097886,-0.5916575094420484,-0.9634882207631822,-0.2543313471034533,-1.083400294634223,0.0,0.0,0.0,1.0,1.0,0.0
-0.3863860273498658,-0.3915655409666707,0.7605667191376135,-1.217219399087602,-0.7356182024121496,-0.5908897719641335,-0.3442510915978297,-0.2734832913350446,0.0,0.0,1.0,0.0,0.0,1.0
-0.14991838469181504,-0.1463834994197127,0.0884894885366547,-0.5294893384586812,-0.015696061752547,-0.006446873582200564,1.5955871219228486,2.5,0.0,0.0,0.0,1.0,0.0,1.0
-0.8916518191545568,-0.851568631131895,1.4744458610779692,-1.5,0.130966175239624,-1.5,-1.0490966366647096,-1.5,0.0,1.0,0.0,0.0,0.0,1.0
-0.9640560176599305,-1.0180184717949652,2.0483266377522593,-1.5,-0.3920772565930519,1.637775920570416,0.4851377680954175,1.004708231397044,0.0,0.0,1.0,0.0,0.0,1.0
0.6542592428026974,0.6829535512467808,-0.923391994150014,1.0581010582576005,-0.5591201053180517,-1.5,-1.017592901525194,-1.5,1.0,0.0,0.0,1.0,1.0,0.0
1.0922971700189859,1.050846088165624,-1.5,2.10725674461074,-0.8388145463051455,-1.5,-1.307384680601133,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.058358318124230105,-0.1302483268332718,0.3459036640041432,0.3294590515549457,-0.9475110260155346,0.3353054574487395,-0.0832780750251697,-0.0160484419031639,0.0,0.0,1.0,0.0,0.0,1.0
0.8081421880784243,0.844597356119653,-1.3345904856601083,1.8455868803097448,-0.7885271383276402,1.3527495978565118,0.17622656158836,1.812420112366096,1.0,0.0,1.0,0.0,1.0,0.0
0.2910043747323542,0.40597389905469683,-0.5029972185480043,-0.1550445668498754,0.4841588245678812,1.9004014104501863,1.617629745329669,1.9935428888820903,1.0,1.0,0.0,0.0,1.0,0.0
-0.5200783777915983,-0.45795003529678757,0.9150657266113922,-1.380096409905485,-0.3119626996922211,2.1629463410605285,0.9246006857697924,1.2324286119788963,0.0,1.0,0.0,0.0,0.0,1.0
0.29081068312851904,0.36043494189043773,-0.1789962532801549,0.2712209093405854,-0.9451621691961956,-0.006446873582200564,-1.246212180659436,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
1.2387597375407517,1.1835643587002003,0.0032353766708767924,2.5,0.0163305437086891,-1.5,-0.9638293957077188,-1.5,0.0,1.0,0.0,0.0,1.0,0.0
-0.029206972980968113,-0.15729525178142098,0.1647328228291514,-0.4105174861483963,0.0721345337772505,-0.6852877946544584,-0.1994136599122103,-1.1874254593704467,1.0,1.0,0.0,0.0,0.0,1.0
1.2601954736956513,1.3651171268848092,-1.5,2.5,-0.142622440775213,0.6949573160968584,0.4562927525212731,0.7354702096196686,1.0,0.0,1.0,0.0,1.0,0.0
-1.5,-1.5,2.5,-1.5,-0.7786343759290282,-0.006446873582200564,-0.6349263428026234,-0.8307840293614588,0.0,1.0,0.0,0.0,0.0,1.0
0.6618134731179535,0.777062872972486,-1.3037001269200037,1.803282241656484,0.5099347952119271,-1.5,-1.5,-1.5,1.0,0.0,1.0,0.0,1.0,0.0
0.06978452042119583,0.04129979202501743,-0.3717521153754059,-0.4754214999356021,0.3781631764732382,-1.5,-1.341019025171153,-1.5,0.0,0.0,1.0,0.0,1.0,0.0
-0.24123637151200517,-0.33183009080470255,0.6878665733422913,-0.8588031974660734,-0.2105417234568236,-0.4809462092607591,-0.3494264364424501,-0.4248527236126359,0.0,1.0,0.0,0.0,0.0,1.0
0.07358207249654918,-0.013142752200944982,-0.5420514402667622,0.3779548491613689,-0.238369286503864,1.710401705839119,0.9828193568363311,2.4307901740661775,0.0,0.0,0.0,1.0,1.0,0.0
-1.5,-1.5,2.5,-1.5,-0.6881297701081137,-1.5,-1.3276131097028026,-1.3628153364026228,0.0,0.0,1.0,0.0,0.0,1.0
-0.17732054733510103,-0.18506174208743684,0.3692602608089222,-0.5560160302794355,0.5070986941754989,1.4661422899301313,1.1577006718215117,0.9255390269056846,0.0,0.0,1.0,0.0,0.0,1.0
0.2873600995079622,0.41145751233408323,-1.0789087307635237,0.9835167565265096,0.1991478086795324,-1.5,-1.1489344849787804,-1.5,1.0,0.0,1.0,0.0,1.0,0.0
1.1903065147732341,1.1658258502700014,-1.5,2.5,-0.8284131089741087,0.5111370425854828,-0.0837230844921213,1.1015295234712623,1.0,1.0,0.0,0.0,1.0,0.0
-0.41788331403978374,-0.39049176381979567,0.8541151888249139,-0.378779232688798,-0.243873083126173,0.5257040853468312,-0.1051236361600368,0.1827495947804728,0.0,0.0,1.0,0.0,0.0,1.0
-0.651698889178796,-0.5363311086898749,1.341358802328002,-1.5,0.8071218851370052,0.9374778966933194,0.5142689146173658,0.5043217504647014,0.0,1.0,0.0,0.0,0.0,1.0
-0.4045796395534326,-0.4336533818342782,0.6913434027967551,-0.8072726227554179,-0.0952507966875475,-1.5,-0.9678586852317675,-1.5,0.0,0.0,0.0,1.0,0.0,1.0
0.7371405040322668,0.8909078413072823,-1.1700367152088966,1.9087828205383115,-0.3501450013988456,-1.5,-1.5,-1.5,1.0,0.0,0.0,1.0,1.0,0.0
0.2645109706432561,0.41965482307577884,-0.5259215416603389,1.187860696925061,0.2875681508971897,1.4521038494336236,1.1861334424675354,2.335679637699881,1.0,0.0,1.0,0.0,1.0,0.0
-0.42714010625174853,-0.4342153523918346,0.7987361792730753,-0.6975010046228259,-0.5940552446318834,-1.5,-1.5,-1.5,0.0,0.0,1.0,0.0,0.0,1.0
0.41316470627318497,0.3618867049705236,-0.694404988974068,0.394683770803751,0.0476067964143589,-1.5,-0.3519343777000837,-1.5,1.0,0.0,1.0,0.0,1.0,0.0
0.07786547748363078,0.13167024784609438,0.13248356459819,0.1235448191668562,0.3390455071272911,2.5,1.5764951799771834,2.5,1.0,0.0,1.0,0.0,1.0,0.0
0.7800350934855254,0.7433407215992461,-1.5,2.2496982312400076,0.7097568319501555,0.3397778964332587,0.2684841558292175,0.6530846290382613,1.0,1.0,0.0,0.0,1.0,0.0
-0.5659461547247746,-0.6533677304330804,0.9070330790605392,-1.3889527389622542,0.38500860555574,0.737507983632961,0.4258552083868937,0.0672807172359727,0.0,1.0,0.0,0.0,0.0,1.0
-0.2643218222135557,-0.1604451552429738,0.2908242723778879,0.0153018936350016,-0.2311804056628712,1.2494714784733512,0.4480727341285022,1.9967969275658648,1.0,0.0,0.0,1.0,0.0,1.0
-0.31624210459536434,-0.21700011645739373,0.4885029148556565,-0.2015509702272725,0.5356003466966219,-0.006446873582200564,1.0018276557204946,0.905924699880094,1.0,0.0,1.0,0.0,0.0,1.0
-1.1794103028064165,-1.1559266292293666,2.5,-1.5,0.7967998561416836,-0.0425663302725531,0.0095416988857783,0.4371909675402357,0.0,0.0,0.0,1.0,0.0,1.0
0.23822226582199613,0.1340882900080863,-0.2723628197979174,1.219343662741393,-0.0444727506801208,-1.5,-1.2113859577503712,-1.2031302792064826,1.0,0.0,0.0,1.0,1.0,0.0
0.209972494374002,0.1087861983564581,-0.7309098318204865,0.3309692904176593,-0.9909984290334352,2.5,2.0912805593267474,2.5,1.0,0.0,1.0,0.0,1.0,0.0
0.003775523442605563,0.011292356989429384,-0.1878042746402937,-1.190610808688928,0.7618360519036882,-0.5852694253909076,0.0790649865037653,-0.7379098974366815,0.0,0.0,1.0,0.0,1.0,0.0
-0.18933686613826514,-0.22825193903692628,0.463710867345641,-0.6820870226022201,-0.6691160167824981,0.6620930219414574,0.2114368489472521,0.5231453361562983,0.0,0.0,1.0,0.0,0.0,1.0
-1.140623403365623,-1.1571356691737844,1.8511037787957905,-1.5,-0.7473489900392534,0.8802783310249962,0.1472345899913748,0.7154710719815378,0.0,0.0,1.0,0.0,0.0,1.0
-0.339232790681441,-0.2552633275630713,0.4133659719036114,-0.3187983475718062,-0.384642868519937,-1.065900916474548,-0.8421169307901524,-0.9790370209179902,0.0,0.0,0.0,1.0,0.0,1.0
-0.2764486139149493,-0.21614943764875996,0.9175596746423988,-0.7192672956482797,-0.2400325092184776,-0.8513779288103371,-0.4747701249651165,-1.1736627978418213,0.0,1.0,0.0,0.0,0.0,1.0
-0.6466907619578306,-0.5311712763222818,1.0194032152904724,-0.8893380040160603,0.598753396373304,2.5,1.8372546042419584,2.5,0.0,1.0,0.0,0.0,0.0,1.0
-0.1302823068445776,-0.2089342176602887,0.5283286123078297,-0.2974563190447867,-0.2216332297737426,-1.47795501922392,-0.925313283346086,-0.973874035419129,1.0,1.0,0.0,0.0,0.0,1.0
0.32517546090104427,0.2934847885280737,-0.229479328362526,0.3394272153037102,-0.9023576672916334,0.8248596912552961,-0.0038702782891585,0.6963628671834503,1.0,0.0,0.0,1.0,1.0,0.0
1.5192427766462209,1.5632099558961343,-1.5,2.5,0.2719233599812236,1.791707803041449,0.3863551764630779,1.4363674757702731,1.0,0.0,0.0,1.0,1.0,0.0
0.1403027917739463,0.1736004144259142,-0.5288554862149009,0.1285579161560959,0.3424420468600166,-0.4282851778327812,0.2371238985590771,-0.646379273655408,0.0,0.0,0.0,1.0,1.0,0.0
0.2071488215856565,0.32622299591357073,-0.4691652120284961,0.895480316704521,0.6284418416642072,-0.1877678628821585,0.384722046720002,-0.4223207668801096,1.0,0.0,1.0,0.0,1.0,0.0
-0.060320691415505376,-0.027164649926507172,-0.2149194425528366,-0.377380837245569,-0.2022678386777365,-0.006446873582200564,1.3051658804580497,2.160705372448893,0.0,0.0,0.0,1.0,0.0,1.0
-1.5,-1.3839772681706426,2.5,-1.5,-0.8278578475846459,-0.2746989437339349,-0.7945633000295913,-0.1781593470658404,0.0,1.0,0.0,0.0,0.0,1.0
-0.02170472120695066,0.020583156869323715,-0.0219247603821906,-0.0539464909499701,0.1061245553891052,-1.5,-1.5,-1.5,0.0,0.0,1.0,0.0,0.0,1.0
0.04817978600467721,0.1313876535519686,0.0178286898543508,0.2720046075278553,-0.7580052348449868,2.5,0.5533857536633395,2.5,1.0,1.0,0.0,0.0,1.0,0.0
1.9841423577176152,1.9370314054246933,-1.5,2.5,-0.9658493539513802,-1.5,-1.5,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.15531777457308474,-0.1535827906060271,0.5337869414027795,-0.5260585778683291,0.5571669437026912,0.4309535188388599,0.4229758609920456,0.7274820722845374,0.0,1.0,0.0,0.0,0.0,1.0
0.24259452682660188,0.31175304950783045,-0.3055490808767118,0.0115103303882438,-0.1931787993232319,-1.5,-1.5,-1.4074058671972167,1.0,1.0,0.0,0.0,1.0,0.0
-0.028309272948756053,0.09960298190585541,-0.5377468693325104,0.6595025526018633,0.050010344124872,-1.0217587065780314,-0.1716722482570181,-0.7364204331285071,0.0,1.0,0.0,0.0,0.0,1.0
-0.9418778865468466,-0.8750784923568601,0.0032353766708767924,-1.5,0.3256984055370679,-0.8729717927768011,0.0798665045059708,-1.1178085947650127,0.0,1.0,0.0,0.0,0.0,1.0
0.9203597201321049,0.9033075472549709,-1.197445923561166,1.4774352051243866,-0.1979446665775233,0.3483421885783296,0.4602882990513967,0.3141800939492644,1.0,0.0,1.0,0.0,1.0,0.0
0.6054432661256592,0.7080754019961358,-1.5,1.4989732227959895,-0.8977368150452085,-1.5,-1.1466333472533563,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
0.6369429165053393,0.4546391189642506,-0.9797331576718828,1.317992385568727,-0.4945126845840788,2.5,1.927881135731023,2.5,1.0,0.0,1.0,0.0,1.0,0.0
-0.7329830146508935,-0.839878975651939,1.316273609765169,-1.5,-0.611317617324109,0.0490642911924328,-0.6656361681606503,-0.2256905843048909,0.0,1.0,0.0,0.0,0.0,1.0
1.1298031632754926,1.1715909383638128,-1.5,2.5,0.954788041648531,1.762083638202944,1.7783464092863597,1.3166964342856566,1.0,1.0,0.0,0.0,1.0,0.0
-1.1297314086162014,-1.1180318378322762,2.3431151693620076,-1.5,0.4790109080509197,-0.0177088175781852,0.6062186860724808,-0.4502505061209493,0.0,1.0,0.0,0.0,0.0,1.0
0.4724514824244308,0.5149013391084387,-0.3673738705182062,0.9193817685921,-0.0969000034736149,1.9945361793153848,0.5348359322663778,2.5,1.0,0.0,0.0,1.0,1.0,0.0
1.7643746454922535,1.7504468399223174,-1.5,2.5,-0.8732652070849714,-1.5,-1.5,-1.5,1.0,0.0,1.0,0.0,1.0,0.0
-0.7983597926605444,-0.7456521288864127,1.3744469023175747,-1.0470805840671875,-0.7682989550434589,-1.4094910018833775,-1.2529091511110837,-1.0273292383781167,0.0,0.0,1.0,0.0,0.0,1.0
-0.4565761995170714,-0.5178349442119982,0.0032353766708767924,-1.5,0.6257991385428294,-1.043591845055246,0.3459882184824603,-0.8507216809474349,0.0,0.0,1.0,0.0,0.0,1.0
0.07993904646307581,0.1236155125900439,-0.1060887574945987,0.3840022234170135,0.8908981876740012,-1.0597709980689043,-0.3769400986165404,-0.9595957664629312,1.0,0.0,1.0,0.0,1.0,0.0
-0.4059642209868945,-0.32350806837151935,1.0171642688887752,-0.871607600854616,-0.9372996310493432,1.0373556750857609,0.0778054679763467,0.845736310133769,1.0,1.0,0.0,0.0,0.0,1.0
-1.249620608865734,-1.140492821583911,2.209879238729081,-1.5,0.8207942453765518,1.174329945729009,1.053352832894602,1.4222004732109472,0.0,1.0,0.0,0.0,0.0,1.0
0.05489299490740724,0.21389470791549092,0.0032353766708767924,0.585795693934658,-0.2388725732280161,-0.006446873582200564,-0.2094942666572942,-0.3610536459718788,0.0,1.0,0.0,0.0,1.0,0.0
-0.8561784734765647,-0.8289411545995005,2.440055645540677,-1.5,-0.5727346786926522,-0.0985927562868454,0.3088430092301387,-0.0203634758505462,0.0,1.0,0.0,0.0,0.0,1.0
0.3812009362439812,0.3981436358859074,-0.3867930621648546,-0.0517602205637728,-0.7955352851736193,2.5,2.5,2.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.7410690458994252,-0.8559308866961012,0.0032353766708767924,-1.5,0.5434978839063898,0.6491868884024379,0.105061595776786,1.3076937981229526,0.0,0.0,0.0,1.0,0.0,1.0
1.2483451125011236,1.192191921718468,-1.5,2.5,-0.0621790296363726,-1.5,-1.5,-1.5,1.0,1.0,0.0,0.0,1.0,0.0
-0.631364284724723,-0.6412895782873828,0.9627233347163174,-1.343255709445025,0.6648475638705136,1.5402247977681274,1.0991311768304932,1.726317143243462,0.0,0.0,1.0,0.0,0.0,1.0
-0.2598097301986933,-0.17439251921406027,0.5054967661447851,-0.8147202514029648,-0.5476856931500758,1.1189304401458169,0.5359099681559767,1.4110670797613896,1.0,0.0,1.0,0.0,0.0,1.0
0.6550579502765411,0.5986341379050616,-1.5,0.8736227768329647,0.3571360736648492,2.318689823288572,1.4017817567512645,2.437405594568812,1.0,0.0,0.0,1.0,1.0,0.0
-0.991977641829524,-0.9193144534623089,2.326415664317721,-1.5,-0.7637565902677439,1.196796456393544,-0.0272622799828467,1.5785780963596916,0.0,0.0,0.0,1.0,0.0,1.0
0.1829067457350252,0.1799094531564876,0.0819037900709994,-0.7081140937027431,-0.8204986317304606,-1.5,-1.5,-1.4221826174626224,1.0,1.0,0.0,0.0,1.0,0.0
1.0527424406833472,1.026839382526644,-1.5,2.119382184606799,-0.733200299276497,1.7800091068687751,0.4028324249347114,2.5,1.0,1.0,0.0,0.0,1.0,0.0
-1.2953969168324655,-1.2632792264092476,2.5,-1.5,0.6178026011206144,0.1986119114936355,0.3720457598690143,1.2767480360553003,0.0,0.0,0.0,1.0,0.0,1.0
0.14840434469381458,0.11469929989533557,-0.278226416814439,0.8690633741635474,0.3112394708652799,2.092328628959086,1.2599563663462834,2.0099143813637506,0.0,1.0,0.0,0.0,1.0,0.0
0.20902789922277787,0.17168143464020194,0.3869927238440793,0.628857882384372,-0.6680722161326835,2.5,1.0426960656411135,2.5,0.0,1.0,0.0,0.0,1.0,0.0
0.6295237168685514,0.48614414005890916,-1.1293284685084546,1.3456230881891005,-0.2304555786296291,-0.2437325253417433,0.2746980862280161,-0.0241851568694109,1.0,0.0,0.0,1.0,1.0,0.0
-0.9968810848079109,-1.007438613040409,2.02828389141565,-1.5,0.5273720195129135,1.7515939324808605,1.3000593314795754,1.6628495131961696,0.0,0.0,1.0,0.0,0.0,1.0
-1.064156782034856,-1.0925258976570067,2.400655951977282,-1.5,-0.4286512211722255,2.067306958983324,1.0815150526855717,2.370851841497342,0.0,1.0,0.0,0.0,0.0,1.0
0.4201529346091142,0.37371156163431873,-0.3996223434830037,0.8226194941776689,0.8425274246261916,0.3174997355926133,0.5383944531910682,0.2009981713222811,1.0,1.0,0.0,0.0,1.0,0.0
